person_income;person_emp_exp;loan_amnt;loan_intent;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;credit_score;previous_loan_defaults_on_file;loan_status;tenure
1077780;4;30000;VENTURE;676;3;60;653;No;0;6
1077850;0;160000;VENTURE;1322;15;20;589;Yes;0;3
1077870;4;80000;HOMEIMPROVEMENT;1099;7;20;664;No;0;10
1077880;3;50000;MEDICAL;1183;5;40;659;Yes;0;6
1077880;2;70000;EDUCATION;1101;6;30;641;Yes;0;6
1077890;1;150000;HOMEIMPROVEMENT;1758;14;40;628;Yes;0;1
1077990;6;120000;PERSONAL;729;11;50;711;Yes;0;3
1078150;8;100000;MEDICAL;1088;9;60;678;No;0;7
1078210;7;300000;DEBTCONSOLIDATION;1747;28;70;637;No;1;7
1078290;9;122500;PERSONAL;1505;11;80;624;No;0;6
1078370;0;150000;HOMEIMPROVEMENT;1757;14;40;639;No;0;6
1078540;5;70000;EDUCATION;1099;6;30;552;No;0;8
1078640;2;70000;EDUCATION;1101;6;30;651;Yes;0;6
1078900;2;140000;MEDICAL;749;13;20;654;Yes;0;11
1078920;19;160000;VENTURE;1095;15;150;658;No;0;5
1078990;13;36000;VENTURE;662;3;170;690;Yes;0;6
1079080;0;170000;DEBTCONSOLIDATION;963;16;40;683;No;0;4
1079130;0;250000;MEDICAL;1562;23;40;676;No;1;4
1079190;0;160000;PERSONAL;1322;15;40;562;Yes;0;4
1079340;7;121810;MEDICAL;1336;11;80;732;Yes;0;2
1079350;5;48000;EDUCATION;599;4;20;620;No;0;0
1079390;2;125490;PERSONAL;1356;12;40;664;No;1;2
1079460;7;120000;MEDICAL;894;11;60;614;No;0;7
1079470;13;100000;DEBTCONSOLIDATION;1099;9;70;701;No;0;6
1079490;0;16570;PERSONAL;1206;2;40;696;Yes;0;3
1079570;2;300000;DEBTCONSOLIDATION;662;28;30;654;No;1;8
1079610;7;40000;VENTURE;603;4;60;601;No;0;8
1079630;14;50000;EDUCATION;691;5;150;577;Yes;0;3
1079690;15;100000;DEBTCONSOLIDATION;1101;9;120;595;Yes;0;5
1079770;7;80000;VENTURE;1284;7;50;683;Yes;0;5
1079800;7;180000;MEDICAL;855;17;100;636;No;0;6
1079960;11;200000;PERSONAL;1758;19;60;628;No;1;8
1080010;8;288690;DEBTCONSOLIDATION;797;27;70;602;No;1;6
1080240;9;108000;PERSONAL;1199;1;80;592;Yes;0;3
1080380;7;140000;EDUCATION;1065;13;100;675;Yes;0;4
1080770;0;200000;VENTURE;1099;19;40;672;No;0;4
1080830;21;192000;PERSONAL;1101;18;120;574;No;0;2
1081010;3;140000;MEDICAL;749;13;20;645;Yes;0;9
1081020;3;200000;MEDICAL;1101;19;80;540;No;1;8
1081040;3;80000;EDUCATION;769;7;50;625;No;0;6
1081200;0;160000;VENTURE;1317;15;40;632;Yes;0;8
1081210;2;160000;PERSONAL;1392;15;40;642;No;0;8
1081410;6;58000;EDUCATION;1197;5;20;670;No;0;4
1081430;0;250000;MEDICAL;1253;23;40;701;No;1;3
1081560;3;50000;PERSONAL;1183;5;40;527;Yes;0;10
1081650;5;100000;PERSONAL;751;9;90;678;No;0;10
1081670;1;80000;DEBTCONSOLIDATION;1474;7;30;552;No;1;1
1081710;1;80000;VENTURE;579;7;40;544;Yes;0;9
1081920;4;50000;HOMEIMPROVEMENT;152;5;60;691;No;0;4
1082050;0;75000;MEDICAL;1324;7;20;490;No;1;5
1082160;6;80000;MEDICAL;1323;7;100;654;Yes;0;6
1082470;2;49410;EDUCATION;1251;5;60;670;No;0;11
1082670;1;180000;EDUCATION;79;17;40;668;Yes;0;5
1083110;5;18400;PERSONAL;1281;2;70;658;Yes;0;6
1083240;7;250000;HOMEIMPROVEMENT;1158;23;60;682;No;0;5
1083760;5;206270;MEDICAL;1501;19;50;634;No;1;3
1083800;1;220000;PERSONAL;699;2;40;687;No;0;4
1083920;5;60000;MEDICAL;1392;6;30;588;Yes;0;3
1084020;3;30000;PERSONAL;1025;3;30;626;Yes;0;4
1084020;11;132000;EDUCATION;1074;12;50;641;No;0;4
1084340;6;180000;MEDICAL;849;17;90;638;Yes;0;5
1084580;6;120000;MEDICAL;1465;11;70;683;Yes;0;3
1084870;15;66000;MEDICAL;1253;6;120;700;Yes;0;6
1084900;5;120000;DEBTCONSOLIDATION;729;11;50;567;Yes;0;6
1084930;4;150000;MEDICAL;1041;14;20;639;Yes;0;1
1084970;4;80000;EDUCATION;1323;7;50;528;Yes;0;2
1085190;0;210000;VENTURE;1098;19;40;622;Yes;0;7
1085210;7;60000;EDUCATION;1398;6;50;738;No;0;4
1085220;0;160000;EDUCATION;861;15;30;643;Yes;0;5
1085280;1;150000;EDUCATION;699;14;80;699;No;0;10
1085450;1;60000;PERSONAL;714;6;30;667;Yes;0;6
1085470;2;50000;DEBTCONSOLIDATION;1059;5;20;677;No;0;7
1085750;32;72000;PERSONAL;617;7;210;683;Yes;0;2
1085760;1;80000;DEBTCONSOLIDATION;1335;7;30;609;No;0;2
1085820;4;180000;PERSONAL;1071;17;100;648;Yes;0;3
1085900;3;120000;DEBTCONSOLIDATION;793;11;30;563;Yes;0;5
1085970;4;100000;VENTURE;749;9;90;616;No;0;7
1085980;5;250000;PERSONAL;1169;23;60;571;Yes;0;4
1086000;5;80000;EDUCATION;1314;7;50;673;Yes;0;3
1086060;1;150000;MEDICAL;1246;14;30;614;Yes;0;7
1086080;18;15000;EDUCATION;1351;1;140;612;Yes;0;7
1086080;7;120000;HOMEIMPROVEMENT;1392;11;60;679;Yes;0;9
1086160;4;160000;HOMEIMPROVEMENT;888;15;90;633;Yes;0;2
1086250;5;77500;VENTURE;751;7;30;652;Yes;0;6
1086260;0;200000;EDUCATION;654;18;30;658;No;0;4
1086280;0;170000;VENTURE;1044;16;40;696;Yes;0;4
1086350;3;200000;PERSONAL;1129;18;30;638;No;0;6
1086600;28;240000;VENTURE;1136;22;130;676;Yes;0;8
1086610;0;50000;HOMEIMPROVEMENT;80;5;40;648;Yes;0;5
1086610;16;70000;DEBTCONSOLIDATION;699;6;160;678;Yes;0;3
1086630;5;75000;VENTURE;751;7;60;567;Yes;0;4
1086640;10;200000;VENTURE;1101;18;90;562;Yes;0;6
1086670;0;100000;PERSONAL;75;9;20;639;Yes;0;6
1086780;3;43000;HOMEIMPROVEMENT;79;4;40;658;No;0;9
1086850;13;242500;PERSONAL;1062;22;70;611;Yes;0;3
1086860;0;40000;DEBTCONSOLIDATION;1065;4;30;713;Yes;0;6
1086980;0;28500;VENTURE;599;3;30;606;No;0;4
1086980;3;100000;EDUCATION;1418;9;100;646;Yes;0;8
1087000;0;101810;EDUCATION;1181;9;30;601;Yes;0;5
1087020;10;200000;HOMEIMPROVEMENT;1487;18;100;702;No;0;7
1087040;3;75000;VENTURE;1558;7;30;625;Yes;0;6
1087040;0;210000;PERSONAL;1101;19;40;675;No;0;7
1087080;4;110000;EDUCATION;1114;1;30;703;Yes;0;6
1087210;4;240000;DEBTCONSOLIDATION;1306;22;20;672;No;0;5
1087240;1;90000;VENTURE;1111;8;40;666;No;0;4
1087250;2;150000;HOMEIMPROVEMENT;1186;14;20;652;No;0;6
1087260;13;150000;VENTURE;699;14;60;598;No;0;3
1087310;0;180000;HOMEIMPROVEMENT;927;17;30;630;Yes;0;5
1087320;3;72000;PERSONAL;714;7;60;691;Yes;0;6
1087380;1;60000;VENTURE;1171;6;80;590;No;0;3
1087450;15;220000;DEBTCONSOLIDATION;888;2;120;680;No;0;7
1087450;0;350000;EDUCATION;1065;32;30;536;Yes;0;1
1087480;1;200000;PERSONAL;1616;18;80;656;Yes;0;6
1087500;6;50000;HOMEIMPROVEMENT;1287;5;100;645;Yes;0;4
1087500;6;120000;EDUCATION;743;11;80;679;Yes;0;9
1087510;11;242060;MEDICAL;1078;22;70;683;No;0;3
1087550;7;70000;HOMEIMPROVEMENT;1171;6;100;650;Yes;0;7
1087550;18;80000;VENTURE;751;7;160;725;No;0;6
1087560;5;100000;DEBTCONSOLIDATION;766;9;70;714;Yes;0;6
1087570;0;100000;EDUCATION;1242;9;40;633;Yes;0;6
1087580;2;250000;MEDICAL;1099;23;40;611;No;0;6
1087600;5;40000;DEBTCONSOLIDATION;80;4;60;665;Yes;0;5
1087600;0;50000;VENTURE;928;5;40;634;Yes;0;3
1087610;6;36000;EDUCATION;1491;3;60;618;Yes;0;4
1087610;6;220000;HOMEIMPROVEMENT;904;2;50;647;Yes;0;4
1087660;9;60000;VENTURE;1199;6;70;647;No;0;9
1087660;0;143000;PERSONAL;603;13;40;626;Yes;0;5
1087680;6;200000;PERSONAL;1124;18;40;662;Yes;0;4
1087700;4;50000;PERSONAL;1677;5;30;625;Yes;0;5
1087750;0;100000;HOMEIMPROVEMENT;1189;9;40;615;No;0;6
1087770;0;80000;EDUCATION;64;7;30;589;Yes;0;7
1087770;11;220000;EDUCATION;1103;2;50;636;Yes;0;3
1087800;0;70000;PERSONAL;888;6;30;593;Yes;0;5
1087840;14;40000;MEDICAL;662;4;160;687;Yes;0;3
1087840;3;95000;VENTURE;807;9;20;559;Yes;0;5
1087850;1;100000;PERSONAL;61;9;50;529;Yes;0;10
1087860;6;130000;DEBTCONSOLIDATION;1204;12;30;671;Yes;0;9
1087870;5;120000;MEDICAL;938;11;30;653;No;0;6
1087880;13;70000;MEDICAL;859;6;100;729;No;0;5
1087890;0;80000;EDUCATION;749;7;30;624;Yes;0;7
1087900;6;110000;VENTURE;932;1;30;652;Yes;0;4
1087940;0;48000;EDUCATION;962;4;30;610;No;0;6
1087950;0;15000;EDUCATION;1075;1;40;470;Yes;0;3
1087960;9;130000;EDUCATION;1189;12;100;661;Yes;0;4
1087970;8;80000;MEDICAL;1099;7;100;702;No;0;5
1088000;1;200000;DEBTCONSOLIDATION;1253;18;20;667;Yes;0;3
1088020;12;50000;VENTURE;1361;5;80;616;Yes;0;5
1088020;6;60000;EDUCATION;991;6;30;654;No;0;5
1088030;5;210000;EDUCATION;1136;19;80;650;Yes;0;5
1088060;4;100000;HOMEIMPROVEMENT;749;9;100;700;No;0;6
1088060;3;136000;VENTURE;1632;12;70;679;No;0;8
1088090;2;160000;EDUCATION;809;15;80;601;No;0;6
1088100;4;100000;PERSONAL;749;9;40;619;Yes;0;7
1088110;5;75000;VENTURE;751;7;100;682;No;0;3
1088120;11;30250;VENTURE;1101;3;50;702;Yes;0;1
1088130;15;46350;EDUCATION;1085;4;100;648;Yes;0;9
1088140;9;250000;PERSONAL;1136;23;90;657;Yes;0;7
1088160;2;120000;MEDICAL;89;11;30;652;Yes;0;3
1088190;24;200000;DEBTCONSOLIDATION;691;18;160;764;No;0;4
1088200;2;50000;PERSONAL;1539;5;40;495;Yes;0;6
1088220;9;150000;MEDICAL;1385;14;100;597;Yes;0;6
1088230;5;80000;VENTURE;1101;7;90;704;Yes;0;7
1088270;9;70000;MEDICAL;925;6;80;630;Yes;0;2
1088300;4;194770;PERSONAL;1002;18;30;673;No;0;3
1088310;8;100000;EDUCATION;142;9;100;720;No;0;1
1088320;6;120000;EDUCATION;815;11;80;548;No;0;3
1088340;5;60000;VENTURE;579;6;40;681;Yes;0;8
1088340;18;238020;HOMEIMPROVEMENT;1144;22;110;680;Yes;0;3
1088340;12;300000;PERSONAL;1599;28;110;610;No;1;3
1088360;0;200000;MEDICAL;1149;18;40;560;Yes;0;10
1088380;0;160000;DEBTCONSOLIDATION;603;15;30;528;No;0;6
1088380;16;180000;MEDICAL;1099;17;110;588;Yes;0;8
1088390;22;25000;VENTURE;1199;2;130;736;Yes;0;0
1088390;5;100000;EDUCATION;100;9;50;477;Yes;0;5
1088410;3;75000;DEBTCONSOLIDATION;979;7;60;610;Yes;0;5
1088410;12;80000;HOMEIMPROVEMENT;1253;7;70;634;Yes;0;5
1088420;3;100000;DEBTCONSOLIDATION;903;9;40;653;No;0;4
1088420;3;250000;VENTURE;1039;23;30;662;No;0;9
1088430;2;24000;HOMEIMPROVEMENT;1349;2;90;612;No;0;8
1088430;0;200000;VENTURE;1253;18;30;580;No;0;9
1088440;11;180000;PERSONAL;1158;17;100;637;No;1;3
1088450;8;60000;DEBTCONSOLIDATION;1171;6;80;661;Yes;0;2
1088460;2;60000;MEDICAL;1101;6;40;711;Yes;0;1
1088470;4;100000;HOMEIMPROVEMENT;1101;9;20;662;No;0;5
1088490;2;60000;DEBTCONSOLIDATION;1392;6;30;710;Yes;0;3
1088490;2;150000;DEBTCONSOLIDATION;849;14;20;644;Yes;0;8
1088510;6;48000;VENTURE;542;4;80;622;Yes;0;7
1088510;15;220000;HOMEIMPROVEMENT;1267;2;150;651;Yes;0;7
1088520;6;100000;PERSONAL;749;9;30;674;Yes;0;5
1088520;7;210000;VENTURE;1061;19;70;623;Yes;0;2
1088520;1;250000;EDUCATION;1109;23;40;687;No;0;7
1088530;3;55250;EDUCATION;1136;5;40;556;Yes;0;3
1088540;2;40000;DEBTCONSOLIDATION;956;4;70;560;Yes;0;2
1088550;4;100000;PERSONAL;749;9;20;663;Yes;0;5
1088550;5;156000;PERSONAL;1269;14;90;635;Yes;0;3
1088560;0;48120;EDUCATION;964;4;30;620;No;0;7
1088570;8;242500;MEDICAL;115;22;60;614;Yes;0;7
1088580;0;50000;MEDICAL;1596;5;30;587;No;0;4
1088590;1;36000;PERSONAL;79;3;20;648;Yes;0;6
1088610;1;70000;PERSONAL;110;6;30;662;No;0;3
1088620;0;120000;EDUCATION;1099;11;20;623;Yes;0;5
1088630;0;50000;PERSONAL;1134;5;40;563;Yes;0;6
1088630;12;60000;PERSONAL;542;6;70;601;Yes;0;4
1088630;0;80000;EDUCATION;1085;7;30;589;Yes;0;6
1088640;3;150000;HOMEIMPROVEMENT;1758;14;30;579;Yes;0;4
1088640;26;250000;VENTURE;1565;23;170;630;No;1;4
1088690;8;120000;EDUCATION;692;11;50;696;Yes;0;10
1088710;1;150000;PERSONAL;1101;14;30;607;Yes;0;6
1088720;7;72000;VENTURE;542;7;50;684;No;0;6
1088720;2;150000;VENTURE;1442;14;30;543;Yes;0;6
1088730;4;56000;VENTURE;999;5;40;593;Yes;0;3
1088750;1;120000;VENTURE;579;11;20;618;No;0;6
1088750;11;250000;PERSONAL;1433;23;100;628;No;0;7
1088770;5;200000;DEBTCONSOLIDATION;1199;18;90;695;Yes;0;9
1088780;9;120000;DEBTCONSOLIDATION;603;11;60;679;Yes;0;3
1088790;12;120000;DEBTCONSOLIDATION;1099;11;60;626;Yes;0;1
1088800;17;180000;MEDICAL;1311;17;120;657;No;0;6
1088810;2;30000;MEDICAL;1101;3;40;666;Yes;0;1
1088830;5;100000;VENTURE;898;9;100;637;Yes;0;5
1088860;10;40000;DEBTCONSOLIDATION;842;4;140;622;No;0;4
1088860;6;120000;EDUCATION;75;11;60;661;No;0;4
1088860;0;200000;EDUCATION;1126;18;20;598;Yes;0;3
1088890;13;75000;MEDICAL;1523;7;80;708;Yes;0;4
1088890;1;197500;DEBTCONSOLIDATION;1361;18;20;688;No;0;6
1088890;5;210000;PERSONAL;1454;19;90;602;Yes;0;2
1088920;0;95720;DEBTCONSOLIDATION;1303;9;40;703;Yes;0;3
1088930;17;30000;PERSONAL;714;3;170;589;Yes;0;6
1088940;15;28000;DEBTCONSOLIDATION;1065;3;140;591;No;0;6
1088940;10;70000;MEDICAL;994;6;90;678;Yes;0;5
1088940;11;80000;EDUCATION;796;7;60;649;Yes;0;4
1088940;0;150000;EDUCATION;1632;14;20;623;No;0;8
1088980;3;80000;EDUCATION;1036;7;30;637;Yes;0;5
1088990;0;195000;HOMEIMPROVEMENT;976;18;20;617;Yes;0;7
1089000;2;25000;EDUCATION;1309;2;40;577;Yes;0;9
1089000;9;210000;DEBTCONSOLIDATION;1199;19;100;600;No;0;4
1089010;11;48000;EDUCATION;999;4;50;555;Yes;0;8
1089010;34;72000;PERSONAL;617;7;190;720;Yes;0;3
1089020;0;48000;MEDICAL;1036;4;40;686;No;0;5
1089020;18;105000;VENTURE;766;1;120;609;Yes;0;2
1089030;11;120000;HOMEIMPROVEMENT;1149;11;70;703;No;0;4
1089070;0;100000;VENTURE;100;9;20;603;Yes;0;7
1089080;0;200000;VENTURE;79;18;30;578;Yes;0;3
1089080;5;210000;MEDICAL;1074;19;70;637;No;0;9
1089090;1;100000;VENTURE;751;9;20;682;No;0;5
1089090;10;200000;PERSONAL;1322;18;60;629;Yes;0;3
1089110;4;200000;VENTURE;654;18;30;569;Yes;0;3
1089130;0;30000;PERSONAL;1149;3;40;681;Yes;0;5
1089130;3;60000;MEDICAL;699;6;30;536;Yes;0;7
1089140;9;70000;PERSONAL;1171;6;90;654;No;0;10
1089190;22;120000;PERSONAL;1028;11;160;700;No;0;5
1089200;0;70000;PERSONAL;1349;6;30;617;No;0;5
1089250;2;100000;DEBTCONSOLIDATION;714;9;50;641;No;0;7
1089260;4;120000;VENTURE;1273;11;90;688;Yes;0;5
1089270;14;140000;PERSONAL;1273;13;120;630;Yes;0;6
1089280;0;60000;PERSONAL;1025;6;30;681;No;0;4
1089280;8;60000;PERSONAL;1398;6;100;660;Yes;0;5
1089280;9;100000;VENTURE;1221;9;100;626;Yes;0;3
1089280;16;120000;VENTURE;1099;11;90;715;No;0;4
1089280;1;200000;PERSONAL;1101;18;40;643;Yes;0;7
1089300;0;120000;DEBTCONSOLIDATION;894;11;30;676;Yes;0;5
1089300;0;150000;MEDICAL;1149;14;40;673;Yes;0;1
1089310;1;25000;EDUCATION;1322;2;20;689;No;0;4
1089310;1;80000;MEDICAL;692;7;30;566;Yes;0;5
1089310;4;120000;HOMEIMPROVEMENT;1148;11;30;615;No;0;4
1089320;4;75000;DEBTCONSOLIDATION;676;7;40;654;No;0;3
1089330;4;70000;VENTURE;1099;6;30;648;Yes;0;2
1089340;0;120000;EDUCATION;1218;11;40;566;Yes;0;5
1089340;0;150000;MEDICAL;1043;14;30;607;Yes;0;2
1089370;4;100000;PERSONAL;705;9;50;615;No;0;3
1089370;1;130000;DEBTCONSOLIDATION;1273;12;20;558;Yes;0;7
1089380;27;200000;DEBTCONSOLIDATION;691;18;150;708;Yes;0;3
1089390;1;50000;VENTURE;1075;5;40;604;Yes;0;1
1089390;7;200000;EDUCATION;1228;18;60;636;Yes;0;3
1089420;7;110540;PERSONAL;1053;1;40;628;No;0;10
1089440;7;120000;DEBTCONSOLIDATION;1298;11;60;649;Yes;0;3
1089450;4;41100;DEBTCONSOLIDATION;971;4;50;652;Yes;0;5
1089450;0;120000;PERSONAL;1101;11;40;652;No;0;5
1089450;5;120000;EDUCATION;832;11;80;675;Yes;0;5
1089470;0;48000;EDUCATION;962;4;20;519;Yes;0;6
1089470;11;250000;EDUCATION;1558;23;70;614;Yes;0;1
1089480;17;15000;EDUCATION;1427;1;140;637;Yes;0;7
1089480;0;60000;HOMEIMPROVEMENT;788;6;30;657;No;0;6
1089480;0;120000;VENTURE;1101;11;40;687;No;0;2
1089510;2;160000;EDUCATION;1186;15;100;677;Yes;0;7
1089530;12;30000;EDUCATION;1137;3;110;642;Yes;0;3
1089530;10;114000;PERSONAL;662;1;80;695;Yes;0;6
1089540;0;56000;DEBTCONSOLIDATION;654;5;40;695;Yes;0;2
1089540;0;80000;EDUCATION;711;7;30;547;No;0;4
1089550;8;48000;EDUCATION;1012;4;50;674;No;0;5
1089570;1;70000;MEDICAL;1225;6;30;608;Yes;0;6
1089570;3;200000;EDUCATION;1101;18;60;611;Yes;0;10
1089580;1;95000;MEDICAL;1101;9;30;658;No;0;9
1089580;12;120000;HOMEIMPROVEMENT;751;11;110;653;Yes;0;7
1089590;2;65000;DEBTCONSOLIDATION;714;6;30;680;Yes;0;3
1089590;2;85000;PERSONAL;1521;8;30;555;Yes;0;4
1089590;7;90000;EDUCATION;1269;8;30;527;No;0;7
1089600;38;100000;MEDICAL;579;9;200;702;Yes;0;4
1089610;1;49000;VENTURE;699;4;20;688;No;0;4
1089610;1;60000;PERSONAL;786;6;30;664;No;0;8
1089610;3;200000;PERSONAL;1101;18;30;621;Yes;0;2
1089620;0;100000;EDUCATION;788;9;30;659;No;0;4
1089630;10;100000;PERSONAL;1562;9;60;540;Yes;0;6
1089630;10;100000;EDUCATION;1253;9;80;634;Yes;0;5
1089630;6;210000;VENTURE;1562;19;90;605;No;0;3
1089650;0;84810;PERSONAL;679;8;40;629;No;0;7
1089650;12;145000;MEDICAL;654;13;100;644;No;0;6
1089660;0;100000;DEBTCONSOLIDATION;749;9;30;604;Yes;0;7
1089660;14;110000;PERSONAL;1199;1;100;648;No;0;10
1089680;6;170000;VENTURE;1101;16;100;689;Yes;0;5
1089700;11;242500;HOMEIMPROVEMENT;1062;22;60;668;No;0;7
1089710;4;100000;HOMEIMPROVEMENT;80;9;40;699;Yes;0;0
1089710;0;120000;PERSONAL;110;11;40;669;Yes;0;0
1089720;11;120000;MEDICAL;1229;11;50;736;No;0;5
1089740;9;30000;MEDICAL;925;3;90;600;Yes;0;4
1089760;8;40000;VENTURE;1349;4;80;640;Yes;0;6
1089770;8;240000;MEDICAL;1149;22;60;609;Yes;0;6
1089800;10;120000;EDUCATION;725;11;90;653;No;0;7
1089810;2;50000;VENTURE;723;5;40;624;No;0;2
1089810;0;100000;PERSONAL;1101;9;40;672;No;0;2
1089810;0;120000;DEBTCONSOLIDATION;1101;11;30;665;Yes;0;3
1089840;6;53250;EDUCATION;788;5;100;679;No;0;5
1089850;4;30000;MEDICAL;1101;3;40;673;No;0;1
1089860;23;132000;VENTURE;662;12;130;555;Yes;0;5
1089870;3;80000;EDUCATION;542;7;30;624;Yes;0;4
1089870;7;150000;HOMEIMPROVEMENT;1492;14;60;646;Yes;0;5
1089880;8;200000;HOMEIMPROVEMENT;1295;18;100;674;Yes;0;6
1089890;5;70000;PERSONAL;1316;6;20;588;Yes;0;4
1089890;6;72000;EDUCATION;1199;7;70;675;Yes;0;6
1089900;9;150000;HOMEIMPROVEMENT;1111;14;90;692;Yes;0;4
1089910;1;10000;EDUCATION;617;1;40;679;Yes;0;5
1089940;1;60000;DEBTCONSOLIDATION;714;6;30;683;Yes;0;7
1089950;4;200000;HOMEIMPROVEMENT;1617;18;100;688;Yes;0;10
1089960;12;30000;VENTURE;1399;3;90;611;Yes;0;7
1089960;6;72000;DEBTCONSOLIDATION;991;7;20;562;Yes;0;4
1089970;1;120000;EDUCATION;917;11;30;631;Yes;0;5
1089980;9;134440;EDUCATION;908;12;50;559;Yes;0;3
1089980;4;150000;HOMEIMPROVEMENT;749;14;50;677;No;0;5
1089990;0;100000;DEBTCONSOLIDATION;662;9;40;688;No;0;1
1089990;0;150000;PERSONAL;603;14;30;638;No;0;7
1090000;13;64000;MEDICAL;1101;6;70;694;Yes;0;5
1090010;1;80000;DEBTCONSOLIDATION;1299;7;20;615;Yes;0;5
1090020;0;80000;EDUCATION;991;7;30;662;Yes;0;3
1090030;0;100000;VENTURE;1528;9;20;591;No;0;8
1090040;36;72000;DEBTCONSOLIDATION;617;7;200;736;No;0;6
1090090;6;120000;VENTURE;751;11;30;699;No;0;9
1090090;15;140000;PERSONAL;1184;13;120;679;No;0;5
1090100;7;150000;HOMEIMPROVEMENT;1496;14;60;672;No;0;8
1090130;10;60000;MEDICAL;1038;6;80;723;No;0;4
1090140;0;50000;EDUCATION;1496;5;40;655;No;0;5
1090140;6;119620;PERSONAL;821;11;90;601;No;0;4
1090150;23;120000;EDUCATION;1101;11;160;649;Yes;0;1
1090160;0;80000;EDUCATION;1036;7;30;691;No;0;6
1090160;1;100000;PERSONAL;542;9;20;546;Yes;0;8
1090160;3;120000;MEDICAL;1335;11;30;676;Yes;0;2
1090170;2;81970;PERSONAL;1101;8;30;563;Yes;0;4
1090170;1;100000;EDUCATION;1269;9;40;483;Yes;0;7
1090170;12;100000;VENTURE;894;9;120;544;Yes;0;5
1090170;1;200000;PERSONAL;1101;18;40;639;Yes;0;6
1090190;5;64000;EDUCATION;662;6;70;641;Yes;0;8
1090200;2;50000;HOMEIMPROVEMENT;847;5;40;606;Yes;0;7
1090200;3;130000;DEBTCONSOLIDATION;1273;12;20;649;Yes;0;5
1090210;13;42000;EDUCATION;894;4;60;487;Yes;0;8
1090220;6;240000;HOMEIMPROVEMENT;1285;22;60;562;Yes;0;2
1090230;6;75000;PERSONAL;1071;7;50;674;Yes;0;3
1090250;1;95000;DEBTCONSOLIDATION;1101;9;30;640;No;0;3
1090260;17;150000;VENTURE;1349;14;150;696;No;0;7
1090290;2;32000;PERSONAL;1322;3;40;630;Yes;0;2
1090290;14;120000;EDUCATION;662;11;130;679;Yes;0;2
1090300;6;100000;MEDICAL;714;9;100;495;Yes;0;8
1090320;0;50000;EDUCATION;542;5;40;671;Yes;0;3
1090330;4;120000;MEDICAL;579;11;90;643;Yes;0;4
1090340;16;40000;DEBTCONSOLIDATION;662;4;150;690;Yes;0;5
1090340;4;150000;DEBTCONSOLIDATION;1101;14;60;550;Yes;0;3
1090350;10;120000;EDUCATION;71;11;90;670;No;0;3
1090350;4;240000;HOMEIMPROVEMENT;1756;22;30;601;Yes;0;6
1090360;6;90000;DEBTCONSOLIDATION;1349;8;70;625;Yes;0;4
1090370;0;136750;EDUCATION;749;13;40;654;Yes;0;3
1090370;3;200000;EDUCATION;694;18;30;611;Yes;0;1
1090390;0;17000;VENTURE;1075;2;30;665;No;0;8
1090390;8;140000;DEBTCONSOLIDATION;79;13;90;682;Yes;0;5
1090400;6;32000;EDUCATION;1322;3;40;665;Yes;0;3
1090400;8;150000;DEBTCONSOLIDATION;79;14;90;541;Yes;0;6
1090430;11;120000;PERSONAL;751;11;130;674;Yes;0;7
1090440;7;100000;PERSONAL;894;9;70;663;Yes;0;4
1090460;0;120000;EDUCATION;1244;11;40;586;Yes;0;5
1090470;3;60000;MEDICAL;925;6;20;583;Yes;0;3
1090500;7;80000;EDUCATION;1427;7;30;638;Yes;0;7
1090500;5;242500;VENTURE;1253;22;30;622;No;0;1
1090510;2;70000;MEDICAL;1065;6;20;655;Yes;0;4
1090520;11;180000;EDUCATION;1242;17;80;640;Yes;0;3
1090550;1;15000;DEBTCONSOLIDATION;1284;1;20;663;Yes;0;4
1090550;15;120000;DEBTCONSOLIDATION;1068;11;90;645;Yes;0;5
1090590;12;50000;DEBTCONSOLIDATION;1361;5;70;610;Yes;0;2
1090590;0;70000;MEDICAL;1071;6;30;568;Yes;0;4
1090600;12;50000;MEDICAL;849;5;150;660;Yes;0;2
1090600;5;100000;VENTURE;1261;9;30;705;No;0;5
1090610;6;55000;MEDICAL;749;5;70;658;Yes;0;7
1090610;0;200000;DEBTCONSOLIDATION;1357;18;40;657;Yes;0;7
1090620;3;100000;HOMEIMPROVEMENT;883;9;70;696;Yes;0;7
1090630;1;80000;EDUCATION;1036;7;30;674;No;0;4
1090630;15;200000;EDUCATION;1461;18;110;705;No;0;8
1090640;5;150000;MEDICAL;1242;14;20;584;No;0;3
1090660;10;70000;HOMEIMPROVEMENT;579;6;80;686;No;0;4
1090710;0;30000;PERSONAL;603;3;40;661;No;0;3
1090710;0;75000;DEBTCONSOLIDATION;1103;7;40;683;Yes;0;10
1090710;5;180000;PERSONAL;1074;17;70;663;No;0;11
1090730;5;176000;HOMEIMPROVEMENT;1635;16;50;606;No;0;6
1090750;7;42000;VENTURE;894;4;50;615;Yes;0;4
1090750;0;64000;MEDICAL;988;6;30;686;No;0;6
1090750;0;100000;DEBTCONSOLIDATION;751;9;40;623;Yes;0;3
1090760;1;120000;EDUCATION;886;11;30;639;Yes;0;4
1090760;4;143820;MEDICAL;954;13;70;648;Yes;0;6
1090830;11;99420;DEBTCONSOLIDATION;81;9;70;680;No;0;8
1090850;6;120000;VENTURE;1074;11;100;578;Yes;0;9
1090850;10;180000;MEDICAL;1241;17;90;517;Yes;0;4
